URL;TITRE;KEYWORDS;DATE;TYPE
a0085.pdf;10 septembre 2020 Les données sur le COVID19 ... à interpréter avec prudence O n n’a jamais eu sans doute autant de données nationales et mondiales sur une maladie. Et autant de comment;Covid, méthodologie;10.09.2020;PDF
a0039.pdf;10 juin 2020 #Covid19 Lectures attristantes Une lecture attristante Les quatre drôles de pratiques de la recherche médicale au temps du Covid19 Au fur et à mesure de la crise du Covid19, je me suis pr;Covid, méthodologie;10.06.2020;PDF
a0129.pdf;Management Stratégique Transport- Logistique Patrice Salini lundi 10 janvier 2011 patrice.salini@wanadoo.fr 2009/2011 Stratégie ? • Stratos Ageîn (Gr.) = Armée + Conduire • Action de coordonner l’ense;Transport;10.01.2011;PDF
a0205.pdf;Desserte de la Corse SNCM et CNM : une victoire fragile L’assemblée de Corse vient d’adopter, ce 6 septembre 2013;Corse, DSP, Maritime, SNCM, Méridionale;06.09.2013;PDF
a0091.pdf;Lettre à mes enfants (et petits enfants) Où quand le sentiment d’être râleur, et gauchiste s’efface devant l’évidence. Vous vous rappelez sans doute, et pour les plus jeune;Transport;05.04.2020;PDF
a0089.pdf;Les Valeurs comptables des réseaux ferroviaires européens difficilement comparables et sans doute sous-évaluées ! | Le Cercle Les Echos 05/04/12 12:45 Les Valeurs comptables des réseaux ferroviaires e;Valorisation, Comptabilité, rail;05.04.2012;PDF
a0094.pdf;Objectifs et responsabilités dans la gestion des crises sanitaires Une analyse des documents stratégiques De nombreuses voix se sont élevées contre la gestion de la pandémie;COVID, Management, gestion, stratégie;04.07.2020;PDF
a0107.pdf;Services FERROVIAIRE Contrainte de ramener sa participation dans l’opérateur de transport combiné à 38 %, la SNCF se serait entendue avec le transporteur Dentressangle pour détenir ensemble l;Transport Combiné, rail, route;04.01.2008;PDF
a0016.pdf;3 juin 2020 Covid-19 Le brouhaha scientiﬁque La science, la politique, la médecine, .. et nous La science contre l’art ou l’action ? J’avais exprimé mon étonnement devant la violence des attaques cont;COVID, transport, science;03.06.2020;PDF
a0060.pdf;Erreur ou mensonge 2 décembre 2020 Patrice Salini Le mensonge et l’erreur dans la décision publique Transit routier et hydroxychloroquine Tout part d’un étonnement. Celui de voir des erreurs grossière;Communication, erreur, mensonge, politiques publiques, investissements;02.12.2020;PDF
a0028.pdf;Patrice SALINI 2 novembre 2020 Covid19 : les chiﬀres, les questions, les stratégies Une fois encore l’évolution de la pandémie - mesurée par des indicateurs dont nous avons déjà parlé, et qui n’ont pa;Covid, méthodologie;02.11.2020;PDF
a0131.pdf;Le «!Taux de pavillon!»!: visions européennes Rapport Marché en date du 2 juillet 2002 Ministère de l’Equipement des Transports du Logement du Tourisme et de la Mer Direction des Transports Terrestres;Transport routier de marchandises, pavillon ;02.07.2002;PDF
a0071.pdf;Le 4ème Kondratieﬀ et son retournement Kondratieﬀ et les retournements de cycles longs Dans ses écrits des années 1920, Nicolaï Kondratieﬀ présente les résultats de sont analyse des cycles longs auxqu;Sciences économiques;02.01.2026;PDF
a0055.pdf;Ecart Prix Gazole HT -Rotterdam 02/01/2018 02/02/2018 02/03/2018 02/04/2018 02/05/2018 02/06/2018 02/07/2018 02/08/2018 02/09/2018 02/10/2018 02/11/2018 02/12/2018 02/01/2019 02/02/2019;Carburants, prix, gazole;02.01.2018;PDF
SimPacTrans pres.pdf;SimPacTransExplo9 Présentation;Agriculture, France, CO2, Transport, Simulation, Dynamique des Systèmes;2008;PDF
Article ISSJ copie.pdf;"Transport and sustainable democracy:
assent and system dynamics";Transport, développement durable, dynamique des systèmes;2003;PDF
Big-bang 01.98.pdf;Nouvelles stratégies syndicales;Transport, syndicats, stratégie;1998;PDF
Borloo copie.pdf;Bilan Jean-Louis Borloo;Politique, Grenelle, CO2;2010;PDF
CCTI Rhin Rhône  05.98.pdf;CCTI Rhin Rhône  05.98;Transport;1998;PDF
CNR 2 98.pdf;La question du CNR 2 98;Transport routier, CNR,  Comité National Routier ;1998;PDF
Décret Gayssot TRM 11.98.pdf;Décret Gayssot TRM 11.98;Transport routier, fret, Gayssot;1998;PDF
ECOTAXE Poids lourds copie.pdf;"Ecotaxe poids lourds : rapport de la mission d’information
parlementaire";Fiscalité, Ecotaxe;2013;PDF
Loi Gayssot 02.98.pdf;Loi Gayssot 02.98;Transport, loi Gayssot, transport routier de marchandises, fret;1998;PDF
Observation statistique 06.98.pdf;Observation statistique 06.98;Transport, statistiques, observation;1998;PDF
TM500-97.pdf;Edito Transport Magazine;Edito, Transport Magazine;;PDF
TRM durée travail 05.98.pdf;TRM durée travail 05.98;TRM durée du travail;1998;PDF
a0123.pdf;Lutter contre les prédateurs Lutte ﬁnale, destin historique ou ordre nouveau Ces dernières années nous ont projetés dans un monde où de plus en plus nombreuses grandes nations ont opté pour une sorte ;Transport, prédateurs ;2026;PDF
a0155.pdf;Les grand projets dans le brouillard ? Il aura donc fallu le rapport de la cour des comptes européenne  Il aura donc fallu le rapport de la Cour des Comptes de l’UE pour que l’on s’émerveille à nouvea;Grands projets, Europe, Infrastructures, Cour des Comptes Européennes;2026;PDF
declin-fer-francais-key26-5.pdf;Declin-fer-francais-Fret (présentation);Rail, fret, histoire;2026;PDF
transport-viande-italie.pdf;transport-viande-italie;Transport;2026;PDF
Édito TM 24.pdf;Le temps des déficits;Financement, déficit;2026;PDF
a0009.pdf;Transport routier de marchandises.. la vie après la baisse des allègements de charge Le projet de Loi de ﬁnancement de la sécurité sociale pour 2025 n’est pas encore adopté, mais il pourrait contenir;TRM, charges;2025;PDF
a0010.pdf;Grands projets : « aller plus vite  » ? Une mission pour aller plus vite Le « haut commissariat à la stratégie et au plan » vient de publier un rapport de « mission » intitulé « Grands Projets d’Infra;Grands projets, Infrastructure, Investissement;2025;PDF
a0017.pdf;Déﬁcits, dettes publiques.. la voie de la réforme La question du déﬁcit budgétaire et de sa baisse - en raison même de l’importance de la dette publique, et de son coût - est au coeur des débats polit;Déficit, budget;2025;PDF
a0020.pdf;Carburants, Corse : ne pas tout mélanger ! Trente centimes de plus au litre en 1 an Le niveau des prix du Gazole (B7) en France a progressé en une année d’environ 30 centimes € hors tva. Une augmentat;Carburants, Corse;2025;PDF
a0021.pdf;Le CEREMA : Le réseau technique a-t-il un avenir Après la disparition de l’administration prospective On a connu depuis plusieurs dizaines d’années, progressivement, à ce que l’on a appelé la disparit;Certiﬁcats d’économie d’énergie;2025;PDF
a0022.pdf;Certiﬁcats d’économie d’énergie Une directive mise en oeuvre de manière diverse La directive (UE) 2023/1791, adoptée le 13 septembre 2023 dans le cadre du paquet « Fit for 55 », a renforcé les obligat;Certiﬁcats d’économie d’énergie;2025;PDF
a0024.pdf;Millefeuille institutionnel et ﬁnancier et co- ﬁnancements : stop ! UNE ORGANISATION TRANSACTIONNELLE L’organisation administrative de la France est passée d’un mode centralisé, mais progressivement p;Institutions, organisation territoriale;2025;PDF
a0025.pdf;Faut-il faire des colloques oﬃciels sur l’évaluation des projets d’infrastructures de transport ? Il y a encore un grand chemin à parcourir Le haut commissariat au Plan organise un colloque le 4 décem;Evaluation, économie, éclairage des choix;2025;PDF
a0031.pdf;DE L’ECONOMIE COMME ON DEVRAIT LA COMPRENDRE Patrice SALINI Revue Francophone du Développement Durable 2025 – n°25 – Mars Pages 1 - 8. ISSN 2269-1464 Article disponible en ligne à l’adresse : ();Sciences économiques, Dynamique des systèmes;2025;PDF
a0037.pdf;Dialogue de sourds entre UE et OTAN ? Depuis la ﬁn des années 2010, la dynamique des réseaux transeuropéens orientés vers l’Est a été bouleversée par la montée des tensions avec la Russie, culminant a;OTAN, Défense, Militaire, Armées, Infrastructures;2025;PDF
a0064.pdf;DSP et Revenue management Orly-Figari, Service public le « yield management » 1 Risques de distorsions économiques et sociales et DSP La question des DSP (Délégations de Service Public) est généraleme;DSP, Corse, Aérien;2025;PDF
a0068.pdf;L’incohérence de l’évaluation publique en France : un problème à traiter d’urgence Introduction L’évaluation des politiques publiques en France trouve ses origines au XIXᵉ siècle, lorsque la justiﬁcat;Évaluation, choix publics, ;2025;PDF
a0069.pdf;L e s J e u x O l y m p i q u e s v u s p a r commissariat à la stratégie et au plan : Ont-il oublié les objectifs poursuivis ? l e h a u t Le site du Commissariat nous présente une accroche alléchant;Jeux Olympiques, Evaluation, méthodologie;2025;PDF
a0072.pdf;La chasse aux sous Contraintes On ne fait que répéter que notre déﬁcit budgétaire n’est plus soutenable. Dans une récente note sur Linkedin , j’avais mis en évidence les limites de tout exercice d’éco;Budget;2025;PDF
a0104.pdf;Une urgence : Repenser la cohérence des projets de transport Les projets s’accumulent. L’Europe fait jouer son levier budgétaire pour inciter à l’investissement sur les réseaux transeuropéens de trans;Evaluation, grands projets;2025;PDF
a0105.pdf;"Les notes de synthèse de l’OEST :
Ce que vous auriez pu lire !";Observation, OEST, communication, statistiques, études économiques;2025;PDF
a0109.pdf;Est-on sûr des objectifs réels des OSP ? Le service public et ses obligations L’idée de déﬁnir des obligations de service public est ancienne. Dès lors que l’on sort du fonctionnement du seul marché, ;OSP, DSP, Aérien;2025;PDF
a0146.pdf;Questions relatives aux carburants en 1. L’idée directrice est, pour chaque maillon de la chaine d’approvisionnement de la Corse de définir un certain nombre de questions permettant à d’éclairer la qu;carburants, Corse;2025;PDF
a0163.pdf;Transports sanitaires, taxi changer de logique ? La situation conﬂictuelle autour des conditions de remboursement des transports sanitaires par les taxis (nouvelle convention-cadre nationale a été éla;Transport sanitaire, taxi, VTC;2025;PDF
a0230.pdf;La valeur du temps II : pourquoi faire des infrastructures CHANGER D’OBJECTIF ? La question de la valeur du temps est donc revenue (vraiment ?) sur le devant de la scène. La raison m’en semble simple.;Transport;2025;PDF
a0231.pdf;Faut-il tuer la valeur du temps ? Dans son éditorial de TIM n°553 (septembre-octobre 2025), Hervé Nadal nous convie à une réﬂexion sur la « dette grise ». L’idée en est simple : il faudra bien privilé;Transport;2025;PDF
a0018.pdf;Le péril des chiﬀres Pour les « gens »， comme pour leurs représentants， il y a derrière le débat sur la « dette publique » et le déﬁcit budgétaire，on peut le supposer， un grand ﬂou. Et pour cause，on n;Déficit, budget;2024;PDF
a0032.pdf;Décarbonation du Fret : et si on y réﬂéchissait vraiment ? Les ambitions et le monde réel Les ambitions politiques concernant le transport de marchandises tournent autour de l’objectif d’en faire bais;CO2, décarbonations, Fret;2024;PDF
a0049.pdf;Continuité territoriale et désenclavement ou l’absence de politique aérienne ? A LA RECHERCHE D’UNE COHÉRENCE D’ENSEMBLE L’idée d’assurer une continuité territoriale et de désenclaver les territoires ;DSP, Aérien ;2024;PDF
a0050.pdf;DSP aériennes corses 2024-2027 : Acteurs et logiques LE PETIT NOUVEAU L’irruption d’un « petit nouveau » dans la procédure relative à la DSP aérienne 2024-2027 a soulevé de nombreuses interrogations.;Corse, DSP, Aérien ;2024;PDF
a0051.pdf;DSP Aérienne Corse Quand la combinaison du service public et du Yield management fabriquent des inégalités Après avoir jeté un oeil sur les niveaux de tarification élevés de la liaison Orly-Figari (po;Corse, DSP, Aérien ;2024;PDF
a0056.pdf;L’éclairage des choix, gage de démocratie Ce petit texte est né d’un constat amer. Nous avions inspiré une disposition législative et règlementaire essentielle pour généraliser l’évalua;Eclairage des choix, évaluation, démocratie;2024;PDF
a0057.pdf;L’économie des transports La complexité de l’économie physique requiert des politiques d’ensemble Une économie physique géographique La particularité première de l’économie des transports est d’être u;Econ omie des transports, complexité, géographie;2024;PDF
a0058.pdf;De l’économie comme on devrait la comprendre généraux, et rarement (jamais) des interrogations sur la réalité du f o n c t i o n n e m e n t p r a t i q u e d e l ’ é c o n o m i e . N ’ e x a g é r o;Sciences économiques, Dynamique des systèmes;2024;PDF
a0067.pdf;Analyse des soins prodigués aux malades du Covid19 : Questions sur une meta-analyse Un récent article (que nous appelerons Deaths induced) prétend démontrer la nocivité de l’utilisation de l’hydroxych;COVID, méthodologie, science, métaanalyse;2024;PDF
a0099.pdf;La Corse à la recherche d’un modèle de développement Notes sur la logique de développement économique INFLÉCHIR LA STRUCTURE CALENDAIRE ? 1. L’adoption ﬁn mai 2024 par l’Assemblée de Corse, d’un rappo;Corse, modèle économique, développement;2024;PDF
a0111.pdf;Où est donc passée la politique des transports ? On peut avoir l’impression depuis maintenant plusieurs années voire des décennies, que les politiques de transport ont progressivement perdu leur conte;Transport, politique des transports, stratégie;2024;PDF
a0112.pdf;Où trouver 30 Md de TK pour le fer ? Certainement « pas sous le lampadaire », pour rappeler l’histoire de l’homme qui avait perdu ses clefs le soir, et les cherchait sous le lampadaire parce que c’éta;Transport, rail, fret;2024;PDF
a0151.pdf;Les empires et les réseaux Le contrôle des territoires • Introduction Les réseaux d’infrastructures - et singulièrement les réseaux « en dur », sont de ceux qui marquent l’histoire. Leu;Transport, infrastructures, Empires, histoires;2024;PDF
a0153.pdf;Dynamique des systèmes et transport de fret. Promenade entre difficultés et espoirs;Transport, Dynamique des systèmes, histoire;2024;PDF
a0227.pdf;Voyage au pays d’Ubu Promenade dans l’univers des politiques de transport « Oui, et nous éblouirons nos compatriotes des récits de nos aventures merveilleuses » Ubu, Alfred Jarry. LES CORDONS DE LA BO;Transport, politique des transports;2024;PDF
a0232.pdf;Carburants : la vente à perte : quand les amateurs s’essaient à la démagogie Le gouvernement, en appelant à une vente à perte des carburants semble viser pour l’essentiel la grande distribution et les;carburants, vente à perte;2024;PDF
a0074.pdf;Quarante ans de transports terrestres : la lente compréhension des enjeux L’IMAGE : ENTRE CONSTANTES ET BOULEVERSEMENTS Quelle image reste-t-il de 20 ou 40 ans d’histoire des transports . Jadis on aim;Transport, politiques publiques, Fret, évaluation, histoire;2023;PDF
a0100.pdf;Modélisation des transports Christian Reynaud & Patrice Salini Modéliser les transports pas si simple Une expérience de la modélisation des transports : 1975-2020 Ce petit article traite de notre expé;Transport, modélisation;2023;PDF
a0106.pdf;La nouvelle DSP maritime corse de 2023 : Un débat houleux et un vote peu sécurisant Ça y est. La DSP maritime a été dévolue in extrémis par un vote de l’Assemblée de Corse. Corse Matin parle à juste t;Corse, DSP, maritime;2023;PDF
a0040.pdf;DSP maritimes corses Continuité territoriale maritime Corse Il est temps de devenir pragmatiques Nous avons du mal, plus sans doute que d’autres peuples, à comprendre et à admettre l’état de droit eur;Corse, DSP,  Maritime;2022;PDF
a0042.pdf;Procédure de DSP maritime lancée et questions en suspens Autorisation du lancement de la procédure de passation de nouvelles conventions de délégation de service public de transport maritime de marcha;Corse, DSP,  Maritime;2022;PDF
a0083.pdf;Le rail et le carbone Ainsi donc, le président de la SNCF, Jean Pierre Farandou nous invite, dans un document intitulé « le fer contre le carbone » (https://www.jean-jaures.org/publication/le-fer-cont;Rail, plan, Carbone, CO2;2022;PDF
a0023.pdf;Continuité territoriale corse : Le service public peut-être éclairé par une analyse coûts-avantages Je pense qu’il est temps de trouver un chemin sécurisé et durable pour la continuité territoriale. I;Continuité territoriale corse, DSP, Evaluation, économie, éclairage des choix;2021;PDF
a0027.pdf;Crise des coûts énergétiques : Castex Efficace ou pas ? Trois milliards et huit cent millions d’Euros, pour environ 38 millions de personnes, voilà donc venu le temps du chèque de l’Etat pour faire fa;Prix, coûts, énergie;2021;PDF
a0030.pdf;COVID19 des mots, des chiffres et un maillon manquant Cas et décès L’évolution d’une épidémie est généralement décrite à partir de données recueillies sur le nombre de cas (ce qui regroupe généralemen;Covid, méthodologie;2021;PDF
a0045.pdf;Note : Ce papier propose quelques réﬂexions générales sur les Délégations de Service Public Maritime (DSP) et la question posée par le Covid. Il ne s’agit pas d’une démonstration mais d’une list;Corse, DSP, Maritime;2021;PDF
a0046.pdf;La Corse, la Dsp Maritime, l’Autorité de Concurrence et les politiques. Ainsi donc la nouvelle (courte) DSP Maritime a été votée à une large majorité, sans autre opposition que des non-participations ;Corse, DSP, Maritime;2021;PDF
a0160.pdf;A la recherche du surcoût du carburant en Corse Le prix du carburant est constitué de trois éléments. Le prix de la matière (Essence, Gazole..), le coût de la distribution, et enﬁn les taxes (accises ;Corse, Carburants;2021;PDF
a0038.pdf;Patrice Salini 28, octobre 2020 Remarques sur le document : « Ensemble pour le Fret » CGT cheminots Je partage assez largement l’introduction du document et sa conclusion sur le « plan de relance : «;Transport;2020;PDF
a0101.pdf;Fret Ferroviaire : Ni première pierre ni grand soir en Inspiré par 4F et la SNCF, le premier étage du plan pour le développement du fret ferroviaire a été dévoilé par le Premier Ministre sur le termin;Fret, rail, Sncf;2020;PDF
a0114.pdf;Pandémie, conﬁnement, crise classique et crise de désynchronisation La pandémie actuelle, les politiques de conﬁnement mise en oeuvre et les mesures de soutien prises par les gouvernements et les banq;Covid, crises, management, logistique, transport;2020;PDF
a0119.pdf;L’apparence de plan Voir un « haut commissaire au Plan » devenir premier ministre pousse à s’interroger sur ce monde fait d’apparences. En eﬀet, comment peut-on être haut commissaire d’un plan qui n’e;Planification Plan;2020;PDF
a0118.pdf;C o r s e , c a r b u r a n t s transparence nécessaire La question du prix des carburants en Corse est posée régulièrement. Elle l’a été il y a près de 20 ans - en débouchant sur une condamnation des;Corse, carburants;2019;PDF
a0164.pdf;TERRITOIRES TRANSPORTS ET DEMOCRATIE Par Christian Reynaud et Patrice Salini Contribution au grand débat;Transport, grand débat, démocratie, territoires;2019;PDF
a0034.pdf;Des transports et de la politique disruptive (2018) C’est entendu. Le propre de la politique du Gouvernement c’est de devoir être « disruptive ». Dans l’esprit de son « grand inspirateur », il s’agit;politique des transports, régulation;2018;PDF
a0077.pdf;La réforme ferroviaire, nécessité, vision et histoire (2018) L’histoire des politiques des transports, et singulièrement celle des chemins de fer, met en scène une étonnante fréquence de réformes, dès;Rail, réforme ferroviaire, SNCF;2018;PDF
a0081.pdf;Sortir du mirage du transport combiné rail-route (pour le développer) 2018 Jadis Entendons-nous bien. Je suis favorable au développement du transport combiné rail-route, et ce d’autant plus que, de lo;Combiné, rail-route;2018;PDF
a0103.pdf;Note sur la polémique relative à la capacité de la ligne historique du Mont-Cenis La publication d’une lettre dont je suis le co-signataire fait l’objet de réactions diverses qui m’amènent à faire que;Transport, Lyon-Turin, Mont Cenis;2018;PDF
a0116.pdf;Le pétrole, les taxes et la grogne. Les professionnels – comme d’ailleurs les autres consommateurs de carburants - sont sensibles aux variations de leurs prix. Les ménages y consacraient en 201;Pétrole, Taxes, Gazole, Carburants;2018;PDF
a0036.pdf;Continuité territoriale maritime Patrice Salini Subir ou maitriser ? L a question maritime, ou plus exactement celle de la Continuité territoriale, empoisonne depuis maintenant de longues années les r;Corse, DSP,  Maritime;2017;PDF
TI498concentrations.pdf;"Les concentrations : Tout sauf une logique unique ou
linéaire";Transport, concentration, TRM, entreprises;2015;PDF
TI499Inves.pdf;Passer d'un pari impossible à une arnbition politique;Transport, investissements, politique des transports, financement, taxes;2015;PDF
a0082.pdf;Le plan et autres de la représentation aux pratiques, il peut y avoir un monde. Le Plan : sortons des représentations Mon attention a été attirée par un nouveau débat à propos de la « renaissance du p;Planification, Plan ;2015;PDF
9 jours de grève SNCM 2014.pdf;Crise et grèves SNCM;SNCM, Corse, Maritime, DSP;2014;PDF
Tarnos TIH 463.pdf;Tarnos;Transport combiné, Tarnos, rail-route;2014;PDF
a0162.pdf;Autoroute ferroviaire Dourges- Tarnos : une idée saugrenue bien couteuse;Transport combiné, rail route, route roulante, Bourges, Tarnos;2014;PDF
a0198.pdf;Cabotage Siim Kallas reporte la libéralisation du cabotage : décision apaisante pour un problème plus large La décision est doublement politique. Elle correspond probable;Cabotage, libéralisation;2014;PDF
a0207.pdf;Politique & réglementation Européennes 2014 Aux transporteurs de s’emparer du fédéralisme Pour ceux qui un jour ont eu à traiter des affaires européennes, une évidence s’impose. En s’élargissant l’Uni;Transport routier, fédéralisme, élections Européenne;2014;PDF
a0216.pdf;Un fédéralisme à la carte pour les transports : pourquoi pas ? Patrice Salini Paru dans TIH 442. Pas de libéralisation sans harmonisation préalable : fable ou duperie ?;Transport routier, fédéralisme, élections Européenne;2014;PDF
a0217.pdf;Mory Ducros;Messagerie, reprise;2014;PDF
a0218.pdf;Défaillances d’entreprises;Transport;2014;PDF
a0220.pdf;Comment simplifier ? Plus compliqué qu’on ne croit ? ;Transport, simplification administrative;2014;PDF
a0221.pdf;Emissions de particules et transports en île de France : du pain sur la planche ! Que sait-on vraiment ?;Transport, emissions de particules;2014;PDF
a0224.pdf;Francis Roy Tanguy, Le tacticien de I'ombre Le sosie, disait-il de lui-même, de Bruno Cremer ne cherche pas les feux de la rampe.;Transport, politique des transports, Rol-Tanguy, tactique, stratégie;2014;PDF
CCTNFret2013TIH 2014.pdf;Analyse Fret terrestre;Fret, Rail, route, voie d’eau;2013;PDF
ECOTAXE Poids lourds TIH 461.pdf;"Ecotaxe poids lourds : rapport de la mission d’information
parlementaire";Fiscalité, Ecotaxe;2013;PDF
a0026.pdf;Interview pour OTRE : Compétitivité;Transport routier, TRM, Compétitivité;2013;PDF
a0193.pdf;Une logique sans logique?;Rail, SNCF, RFF;2013;PDF
a0194.pdf;Croissance Zero;Economie, ;2013;PDF
a0195.pdf;CO2 La France voit double;Climat, Co2;2013;PDF
a0196.pdf;Canal Seine Nord : on pouvait quand même s’y attendre ! La remise en cause de la mise en œuvre du canal Seine Nord ..;Voies navigables, Seine-Nord, Seine-Escaut ;2013;PDF
a0197.pdf;Tromperie, mensonge, erreur et volontarisme Pour Patrice Salini, l’excès de volontarisme est déjà une tromperie En écho aux réflexions d’Alain Bréau sur l’art du mensonge et;Mensonge, politique;2013;PDF
a0206.pdf;Table ronde du TRM Les actions annoncées sont-elles réalistes ? Avec une conjoncture globalement médiocre,..;Transport routier de marchandises;2013;PDF
